author,title,rating,totalratings,genre_list
"Louis Sachar,Joel Schick",Wayside School Is Falling Down,4.15,58572,Humor|Middle Grade|Fantasy|Juvenile|Short Stories|Academic|School|Humor|Comedy
Arthur Conan Doyle,The Lost World,3.93,58521,Classics|Science Fiction|Adventure|Fantasy|Animals|Dinosaurs|Literature|Mystery
C.C. Hunter,Awake at Dawn,4.25,58422,Fantasy|Paranormal|Fantasy|Paranormal|Vampires|Romance|Shapeshifters|Werewolves|Fantasy|Supernatural|Fantasy|Magic|Paranormal|Witches|Romance|Paranormal Romance
"Alvin Schwartz,Stephen Gammell",Scary Stories to Tell in the Dark,4.04,58347,Horror|Short Stories|Middle Grade|Fantasy|Paranormal|Fantasy|Holiday|Halloween|Classics
John Jakes,North and South,4.19,58306,Historical|Historical Fiction|Historical|Military History|Civil War|Classics|War|Romance|American History|American Civil War|Epic
William Faulkner,Light in August,3.92,58270,Classics|Literature|Literature|American|American|Southern|Gothic|Southern Gothic|Literary Fiction|Literature|20th Century|Classics|Classic Literature
Dr. Seuss,Fox in Socks,4.07,58234,Picture Books|Classics|Poetry|Fantasy|Humor|Animals|Kids|Juvenile
Dan Wells,Partials,3.92,58233,Science Fiction|Dystopia|Science Fiction|Apocalyptic|Post Apocalyptic|Fantasy|Romance|Adventure|Teen
Tara Conklin,The House Girl,3.76,58206,Historical|Historical Fiction|Historical|Adult Fiction|Book Club|Mystery|Cultural|African American|Art
Chetan Bhagat,"Revolution 2020: Love, Corruption, Ambition",3.1,58107,Romance|Asian Literature|Indian Literature|Cultural|India|Contemporary|Drama|Love|Romance|Love Story
Robert Bloch,Psycho,4.1,57810,Horror|Classics|Thriller|Mystery|Mystery|Crime|Suspense|Thriller|Mystery Thriller
"Julia Child,Simone Beck,Louisette Bertholle",Mastering the Art of French Cooking,4.18,57735,Food and Drink|Cookbooks|Food and Drink|Cooking|Food and Drink|Food|Reference|Cultural|France|Food and Drink|Culinary|Food and Drink|Foodie|Classics|Food and Drink
Raymond E. Feist,Silverthorn,4.08,57560,Fantasy|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Science Fiction Fantasy|Fantasy|Magic|Adventure|Epic|Science Fiction
Mark  Lawrence,King of Thorns,4.2,57494,Fantasy|Fantasy|Dark Fantasy|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Apocalyptic|Post Apocalyptic|Science Fiction|Fantasy|Magic|Dark
Julie Garwood,The Bride,4.24,57484,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Medieval|Cultural|Scotland|Historical Romance|Medieval Romance|Humor
Robert R. McCammon,Swan Song,4.28,57450,Horror|Apocalyptic|Post Apocalyptic|Fantasy|Science Fiction|Science Fiction|Dystopia|Science Fiction|Apocalyptic|Thriller|Science Fiction Fantasy
Jessica Park,Flat-Out Love,4.0,57448,Romance|New Adult|Contemporary|Womens Fiction|Chick Lit|Romance|Contemporary Romance|Academic|College|Humor|Realistic Fiction
Elizabeth Strout,The Burgess Boys,3.58,57442,Contemporary|Literary Fiction|Family|Adult Fiction|Book Club|Literature
"Frederick Forsyth,Jaakko Lavanne",The Odessa File,4.12,57286,Thriller|Historical|Historical Fiction|Spy Thriller|Espionage|Mystery|Suspense|Mystery|Crime|Action|Adventure|Thriller|Spy Thriller
Lisa Kleypas,Secrets of a Summer Night,4.05,57253,Romance|Historical Romance|Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical Romance|Regency Romance|Womens Fiction|Chick Lit|Historical|Victorian
Louise Penny,How the Light Gets In,4.44,57188,Mystery|Cultural|Canada|Mystery|Crime|Thriller|Mystery Thriller|Mystery|Detective|Thriller|Adult Fiction
James Baldwin,Go Tell It on the Mountain,4.01,57149,Classics|Cultural|African American|Literature|Race|Religion|Historical|Historical Fiction|Literature|American|Literary Fiction
Michael Connelly,The Drop,4.17,57076,Mystery|Mystery|Crime|Thriller|Thriller|Mystery Thriller|Mystery|Detective|Suspense|Mystery|Murder Mystery|Emergency Services|Police
Jennifer Weiner,Goodnight Nobody,3.65,56991,Womens Fiction|Chick Lit|Mystery|Romance|Contemporary|Adult Fiction|Humor|Womens Fiction
"Morgan Rhodes,Michelle Rowen",Falling Kingdoms,3.78,56921,Fantasy|Fantasy|Magic|Romance|Fantasy|High Fantasy|Young Adult Fantasy|Adventure|Fantasy|Epic Fantasy
David Baldacci,The Forgotten,4.11,56712,Thriller|Mystery|Mystery|Crime|Suspense|Thriller|Mystery Thriller|Action|War|Military Fiction
A.G. Howard,Splintered,3.91,56673,Fantasy|Retellings|Romance|Fantasy|Magic|Fantasy|Fairy Tales|Fantasy|Paranormal|Adventure|Young Adult Fantasy
"Charles Dickens,Katharine Kroeber Wiley",A Christmas Carol / The Chimes / The Cricket on the Hearth,4.13,56665,Classics|Holiday|Christmas|Literature|Short Stories|Fantasy|Classics|Classic Literature|Historical|Victorian|Holiday|Historical|Historical Fiction
"Frank W. Abagnale,Stan Redding",Catch Me If You Can: The True Story of a Real Fake,4.03,56498,Biography|Autobiography|Memoir|Crime|True Crime|Mystery|Crime|Biography|Autobiography|Biography Memoir|Adventure|Media Tie In
"Daniel Handler,Maira Kalman",Why We Broke Up,3.48,56415,Romance|Contemporary|Realistic Fiction|Teen|Young Adult Contemporary|Womens Fiction|Chick Lit|Coming Of Age
Bella Forrest,A Shade of Vampire,3.84,56408,Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Romance|Romance|Paranormal Romance|Fantasy|Supernatural|Fantasy|Urban Fantasy|Paranormal|Witches
Sara Shepard,Unbelievable,4.03,56331,Mystery|Contemporary|Womens Fiction|Chick Lit|Romance|Thriller|Teen|Realistic Fiction|Drama
Nora Roberts,Dark Witch,3.94,56326,Romance|Fantasy|Fantasy|Paranormal|Romance|Paranormal Romance|Paranormal|Witches|Fantasy|Magic|Contemporary|Cultural|Ireland|Romance|Contemporary Romance
J. Sterling,The Perfect Game,3.95,56210,New Adult|Romance|Sports|Sports|Academic|College|Contemporary|Contemporary Romance|Sports Romance|Romance|Contemporary Romance|Womens Fiction|Chick Lit|Sports|Baseball
Frank E. Peretti,Piercing the Darkness,4.32,56174,Christian Fiction|Christian|Fantasy|Thriller|Religion|Suspense|Religion|Christianity|Fantasy|Supernatural|Religion|Faith
Daniel J. Levitin,This Is Your Brain on Music: The Science of a Human Obsession,3.88,56026,Music|Science|Psychology|Biology|Neuroscience|Art|Science|Biology|Neuroscience|Brain|Philosophy|Science|Popular Science
Abbi Glines,While It Lasts,4.23,55792,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Academic|College|Womens Fiction|Chick Lit|Sports|Sports|Love
C.S. Lewis,Surprised by Joy: The Shape of My Early Life,4.04,55749,Biography|Christian|Religion|Religion|Christianity|Autobiography|Memoir|Religion|Theology|Religion|Faith|Biography|Autobiography|Spirituality
George R.R. Martin,A Song of Ice and Fire,4.55,55713,Fantasy|Science Fiction Fantasy|Adventure|Fantasy|Dragons|Science Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
Chris Guillebeau,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",3.86,55630,Business|Business|Entrepreneurship|Self Help|Self Help|Personal Development|Buisness|Economics|Finance|Currency|Money|Economics
Kim Harrison,The Outlaw Demon Wails,4.36,55584,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Paranormal|Witches|Fantasy|Magic|Paranormal|Demons|Fantasy|Supernatural|Romance
Laurell K. Hamilton,A Kiss of Shadows,4.0,55565,Fantasy|Fantasy|Urban Fantasy|Fantasy|Paranormal|Romance|Romance|Paranormal Romance|Fairies|Fae|Adult Fiction|Erotica|Fantasy|Magic
"Mark Waid,Alex Ross,Elliot S. Maggin",Kingdom Come,4.26,55471,Sequential Art|Comics|Sequential Art|Graphic Novels|Superheroes|Dc Comics|Comics|Comic Book|Graphic Novels Comics|Comics|Superheroes|Fantasy|Dc Comics|Batman|Dc Comics|Superman
Chetan Bhagat,One Night at the Call Center,2.51,55387,Asian Literature|Indian Literature|Cultural|India|Romance|Contemporary|Drama|Humor|Fantasy
Jodi Picoult,Picture Perfect,3.55,55301,Womens Fiction|Chick Lit|Contemporary|Romance|Drama|Adult Fiction|Sociology|Abuse
Kristen Ashley,The Gamble,4.27,55297,Romance|Romance|Contemporary Romance|Contemporary|Romance|Romantic Suspense|Suspense|Mystery|Womens Fiction|Chick Lit|Adult Fiction|Erotica
"Stephen King,Peter Straub",Black House,4.01,55187,Horror|Fantasy|Thriller|Mystery|Fantasy|Supernatural|Fantasy|Paranormal|Suspense|Mystery|Crime
"H.G. Wells,Alfred J. MacAdam",The Time Machine/The Invisible Man,4.1,55163,Classics|Science Fiction|Fantasy|Literature|Science Fiction|Time Travel|Science Fiction Fantasy|Classics|Classic Literature|Adventure
Abbi Glines,Because of Low,4.13,54834,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Academic|College|Womens Fiction|Chick Lit|Young Adult Romance|Love
Hal Elrod,The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life: Before 8AM,3.91,54691,Self Help|Self Help|Personal Development|Productivity|Business|Psychology|Health|Inspirational|Leadership
Georgia Cates,Beauty from Pain,4.23,54671,Romance|Adult Fiction|Erotica|Contemporary|Romance|Contemporary Romance|New Adult|Romance|Erotic Romance|Erotica|BDSM|Womens Fiction|Chick Lit|Music
"Neil Gaiman,Andy Kubert,Richard Isanove,Peter Sanderson,Todd Klein",Marvel 1602,3.94,54660,Sequential Art|Comics|Sequential Art|Graphic Novels|Fantasy|Superheroes|Marvel|Historical|Historical Fiction|Graphic Novels Comics|Comics|Superheroes|Comics|Comic Book|Historical
"Brian Froud,Terry Windling",Good Faeries Bad Faeries,3.92,54530,Fantasy|Art|Paranormal|Fairies|Fantasy|Mythology|Folklore|Fantasy|Fairy Tales|Science Fiction Fantasy|Fairies|Fae|Reference
Peter Heller,The Dog Stars,3.93,54499,Science Fiction|Apocalyptic|Post Apocalyptic|Science Fiction|Dystopia|Science Fiction|Apocalyptic|Adventure|Survival|Adult Fiction|Literary Fiction
"Kerry Patterson,Joseph Grenny,Ron McMillan,Al Switzler,Stephen R. Covey",Crucial Conversations: Tools for Talking When Stakes Are High,4.04,54344,Business|Leadership|Self Help|Language|Communication|Psychology|Self Help|Personal Development|Business|Management|Relationships|Buisness
Agatha Christie,Evil Under the Sun,3.98,54204,Mystery|Mystery|Crime|Classics|Mystery|Detective|Thriller|Mystery Thriller|European Literature|British Literature|Mystery|Murder Mystery|Thriller
Kresley Cole,No Rest for the Wicked,4.27,54154,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Paranormal|Vampires|Fantasy|Fantasy|Urban Fantasy|Fantasy|Supernatural|Fantasy|Magic
Eben Alexander,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,3.7,54133,Spirituality|Religion|Autobiography|Memoir|Biography|Science|Christian|Medical|Inspirational|Religion|Faith
Raine Miller,All In,4.1,54061,Romance|Adult Fiction|Erotica|Romance|Contemporary Romance|Contemporary|Romance|Erotic Romance|Erotica|BDSM|New Adult|Sociology|Abuse|Suspense
Brian Selznick,Wonderstruck,4.15,54053,Historical|Historical Fiction|Middle Grade|Sequential Art|Graphic Novels|Realistic Fiction|Mystery|Historical|Adventure
E. Nesbit,The Railway Children,4.0,53998,Classics|Historical|Historical Fiction|Middle Grade|Adventure|Childrens Classics|European Literature|British Literature
"Umberto Eco,Girolamo De Michele,Alastair McEwen,Agnolo di Cosimo Bronzino",History of Beauty,3.81,53977,Art|History|Philosophy|Art|Art History|European Literature|Italian Literature|Cultural|Italy|Reference|Historical|Writing|Essays
Jeffrey Archer,The Sins of the Father,4.08,53796,Historical|Historical Fiction|Mystery|Historical|Drama|Thriller|European Literature|British Literature|Adult Fiction
C.J. Roberts,Seduced in the Dark,4.29,53770,Dark|Erotica|BDSM|Romance|Adult Fiction|Erotica|Sociology|Abuse|Contemporary|Romance|Contemporary Romance|Romance|Erotic Romance|New Adult
Terry Brooks,The Wishsong of Shannara,3.95,53572,Fantasy|Fantasy|Epic Fantasy|Science Fiction Fantasy|Adventure|Fantasy|High Fantasy|Middle Grade|Fantasy|Magic
Kristen Ashley,Motorcycle Man,4.4,53541,Romance|Romance|Contemporary Romance|Contemporary|Adult Fiction|Erotica|Romance|Romantic Suspense|Suspense|Womens Fiction|Chick Lit|Romance|Erotic Romance
Julia Quinn,It's in His Kiss,4.04,53540,Romance|Romance|Historical Romance|Historical|Historical|Historical Fiction|Historical|Regency|Historical Romance|Regency Romance|Womens Fiction|Chick Lit
Neal Stephenson,Reamde,3.98,53446,Science Fiction|Thriller|Science Fiction|Cyberpunk|Mystery|Science Fiction Fantasy|Speculative Fiction|Adventure
Anne Bishop,Written in Red,4.24,53440,Fantasy|Fantasy|Urban Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Shapeshifters|Werewolves|Paranormal|Shapeshifters|Romance|Fantasy|Magic
"Terry Pratchett,Stephen Baxter",The Long Earth,3.77,53281,Science Fiction|Fantasy|Science Fiction Fantasy|Adventure|Speculative Fiction|Humor
Robyn Schneider,The Beginning of Everything,3.75,53281,Contemporary|Romance|Realistic Fiction|Young Adult Contemporary|Coming Of Age|Teen|High School
Beth Revis,A Million Suns,4.02,53172,Science Fiction|Science Fiction|Dystopia|Romance|Fantasy|Mystery|Space|Teen|Futuristic
"James D. Bradley,Ron Powers",Flags of Our Fathers,4.19,53110,History|War|Military Fiction|War|War|World War II|Biography|Military|Military History|North American Hi...|American History|Historical
Tamora Pierce,Lady Knight,4.26,53098,Fantasy|Young Adult Fantasy|Fantasy|Magic|Adventure|Middle Grade|Teen|Fantasy|High Fantasy
Tamora Pierce,Squire,4.24,53062,Fantasy|Adventure|Young Adult Fantasy|Fantasy|Magic|Middle Grade|Fantasy|High Fantasy|Teen
Tamora Pierce,The Realms of the Gods,4.31,53025,Fantasy|Science Fiction Fantasy|Young Adult Fantasy|Fantasy|Magic|Fantasy|Dragons|Fantasy|Epic Fantasy
Maureen Johnson,The Name of the Star,3.86,53001,Mystery|Fantasy|Fantasy|Paranormal|Paranormal|Ghosts|Horror|Fantasy|Supernatural|Historical|Historical Fiction|Fantasy|Urban Fantasy
Will Schwalbe,The End of Your Life Book Club,3.79,52948,Autobiography|Memoir|Writing|Books About Books|Biography|Biography Memoir|Death|Book Club|Family
Jesmyn Ward,Salvage the Bones,3.93,52918,Contemporary|Literary Fiction|Cultural|African American|Historical|Historical Fiction|Adult Fiction|Literature|American|Southern
Brent Weeks,The Broken Eye,4.46,52899,Fantasy|Fantasy|Epic Fantasy|Fantasy|High Fantasy|Fantasy|Magic|Science Fiction Fantasy|Epic|Adventure
Claudia Gray,A Thousand Pieces of You,3.89,52742,Science Fiction|Fantasy|Romance|Science Fiction|Time Travel|Adventure|Science Fiction|Dystopia|Mystery
"Ø³Ø¹ÙˆØ¯ Ø§Ù„Ø³Ù†Ø¹ÙˆØ³ÙŠ,Saud Alsanousi",Ø³Ø§Ù‚ Ø§Ù„Ø¨Ø§Ù…Ø¨Ùˆ,4.22,52625,Literature|Contemporary|Drama|Social
Sarah Dessen,That Summer,3.48,52479,Contemporary|Romance|Realistic Fiction|Womens Fiction|Chick Lit|Teen|Young Adult Contemporary|Coming Of Age
Susan Cooper,"Over Sea, Under Stone",3.83,52477,Fantasy|Middle Grade|Adventure|Mythology|Arthurian|Classics|Science Fiction Fantasy|Juvenile
"Bill O'Reilly,Martin Dugard",Killing Kennedy: The End of Camelot,4.05,52448,History|Biography|Politics|Historical|North American Hi...|American History|Politics|Presidents|Crime|True Crime|Biography Memoir
Bob Dylan,Chronicles: Volume One,3.96,52223,Music|Biography|Autobiography|Memoir|Biography|Autobiography|Biography Memoir|History|Literature|American|Poetry|Art
Kristen Ashley,Knight,3.93,52129,Romance|Romance|Contemporary Romance|Adult Fiction|Erotica|Contemporary|Erotica|BDSM|Romance|Erotic Romance|Dark|Womens Fiction|Chick Lit|New Adult
Louise Penny,The Beautiful Mystery,4.18,52104,Mystery|Cultural|Canada|Mystery|Crime|Thriller|Mystery Thriller|Mystery|Detective|Adult Fiction|Mystery|Murder Mystery
Jenny Downham,Before I Die,3.82,52088,Contemporary|Romance|Realistic Fiction|Death|Teen|Drama|Young Adult Contemporary|Womens Fiction|Chick Lit
Agatha Christie,A Murder Is Announced,4.0,51729,Mystery|Mystery|Crime|Classics|Thriller|Mystery Thriller|Mystery|Detective|European Literature|British Literature|Mystery|Murder Mystery|Thriller
"Pamela Druckerman,Abby Craden",Bringing Up BÃ©bÃ©: One American Mother Discovers the Wisdom of French Parenting,3.99,51651,Parenting|Autobiography|Memoir|Cultural|France|Family|Psychology|Self Help
Virginia Lee Burton,Mike Mulligan and His Steam Shovel,4.19,51604,Picture Books|Classics|Juvenile|Kids|Fantasy|Transport|Historical|Historical Fiction
Michelle Hodkin,The Retribution of Mara Dyer,4.07,51601,Fantasy|Paranormal|Fantasy|Romance|Mystery|Fantasy|Supernatural|Horror|Contemporary|Thriller
Daniel O'Malley,The Rook,4.1,51554,Fantasy|Fantasy|Urban Fantasy|Mystery|Fantasy|Paranormal|Science Fiction|Thriller|Fantasy|Supernatural
Monica  Murphy,One Week Girlfriend,3.93,51535,New Adult|Romance|Contemporary|Academic|College|Romance|Contemporary Romance|Sociology|Abuse|Sports|Sports|Drama
Philippa Gregory,The Virgin's Lover,3.71,51398,Historical|Historical Fiction|Historical|Romance|English History|Tudor Period|European Literature|British Literature|Romance|Historical Romance|Adult Fiction|Literature|16th Century
Ally Carter,"Out of Sight, Out of Time",4.33,51315,Mystery|Romance|Contemporary|Spy Thriller|Espionage|Adventure|Womens Fiction|Chick Lit|Teen|Action
Tijan,Fallen Crest High,4.1,51179,Romance|New Adult|High School|Contemporary|Romance|Contemporary Romance|Sports|Sports|Drama|Young Adult Romance
Herman Melville,Bartleby the Scrivener,3.92,51158,Classics|Short Stories|Literature|Literature|American|Literature|19th Century|Academic|School|Novella|Academic|Read For School|The United States Of America
Ilona Andrews,Magic Rises,4.43,51141,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Romance|Fantasy|Magic|Paranormal|Vampires|Romance|Paranormal Romance|Paranormal|Shapeshifters
"Gary Keller,Jay Papasan",The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,4.1,51119,Business|Self Help|Productivity|Self Help|Personal Development|Psychology|Leadership|Buisness|Business|Management|Business|Entrepreneurship
Michael Connelly,Lost Light,4.18,51098,Mystery|Mystery|Crime|Thriller|Mystery|Detective|Thriller|Mystery Thriller|Suspense|Mystery|Murder Mystery|Emergency Services|Police
David Shannon,"No, David!",4.14,51085,Picture Books|Realistic Fiction|Humor|Family|Storytime|Love|Psychology|Emotion|Kids
Ben Aaronovitch,Moon Over Soho,4.1,51073,Fantasy|Fantasy|Urban Fantasy|Mystery|Mystery|Crime|Fantasy|Magic|Fantasy|Paranormal|Fantasy|Supernatural|Mystery|Detective
J. Kenner,Claim Me,4.2,51033,Romance|Adult Fiction|Erotica|Erotica|BDSM|Romance|Erotic Romance|Romance|Contemporary Romance|Contemporary|New Adult|Sociology|Abuse
Michael Connelly,The Black Box,4.13,51019,Mystery|Mystery|Crime|Thriller|Thriller|Mystery Thriller|Mystery|Detective|Suspense|Mystery|Murder Mystery
"Pseudonymous Bosch,Gilbert Ford",The Name of This Book Is Secret,4.06,51000,Mystery|Fantasy|Middle Grade|Adventure|Humor|Fantasy|Magic|Juvenile
Ruta Sepetys,Out of the Easy,4.01,51000,Historical|Historical Fiction|Historical|Mystery|Romance|Teen|Realistic Fiction|Coming Of Age|Contemporary
Nevil Shute,A Town Like Alice,4.14,50998,Historical|Historical Fiction|Classics|Cultural|Australia|Romance|War|Historical|War|World War II|Literature
Alexandra Bracken,In The Afterlight,4.28,50970,Science Fiction|Dystopia|Fantasy|Science Fiction|Romance|Fantasy|Paranormal|Fantasy|Supernatural|Adventure
